,Gen. (s) forecast,Gen. (w_off) forecast,Gen. (w_on) forecast
2018-02-02 19:00:00+00:00,0.0,199.5,1040.25
2018-02-02 20:00:00+00:00,0.0,158.0,834.0
2018-02-02 21:00:00+00:00,0.0,118.25,706.0
2018-02-02 22:00:00+00:00,0.0,82.25,534.25
2018-02-02 23:00:00+00:00,0.0,53.5,383.5
2018-02-03 00:00:00+00:00,0.0,21.0,151.0
2018-02-03 01:00:00+00:00,0.0,29.0,180.25
2018-02-03 02:00:00+00:00,0.0,46.5,239.0
2018-02-03 03:00:00+00:00,0.0,56.5,284.75
2018-02-03 04:00:00+00:00,0.0,57.5,323.25
2018-02-03 05:00:00+00:00,0.0,64.5,365.0
2018-02-03 06:00:00+00:00,0.0,81.75,386.0
2018-02-03 07:00:00+00:00,19.0,72.25,357.75
2018-02-03 08:00:00+00:00,66.0,55.0,313.5
2018-02-03 09:00:00+00:00,109.75,43.75,298.5
2018-02-03 10:00:00+00:00,156.5,32.25,274.0
2018-02-03 11:00:00+00:00,195.5,29.25,248.0
2018-02-03 12:00:00+00:00,218.75,24.75,250.25
2018-02-03 13:00:00+00:00,209.25,24.75,228.25
2018-02-03 14:00:00+00:00,156.0,29.75,237.0
2018-02-03 15:00:00+00:00,87.0,36.5,271.0
2018-02-03 16:00:00+00:00,31.0,57.75,347.5
2018-02-03 17:00:00+00:00,3.5,90.0,480.5
2018-02-03 18:00:00+00:00,0.0,108.25,675.5
2018-02-03 19:00:00+00:00,0.0,121.75,780.0
2018-02-03 20:00:00+00:00,0.0,142.5,799.5
2018-02-03 21:00:00+00:00,0.0,168.25,803.0
2018-02-03 22:00:00+00:00,0.0,177.0,805.75
2018-02-03 23:00:00+00:00,0.0,188.0,802.75
2018-02-04 00:00:00+00:00,0.0,173.25,586.0
2018-02-04 01:00:00+00:00,0.0,169.25,556.5
2018-02-04 02:00:00+00:00,0.0,170.75,555.5
2018-02-04 03:00:00+00:00,0.0,176.25,526.0
2018-02-04 04:00:00+00:00,0.0,181.5,556.75
2018-02-04 05:00:00+00:00,0.0,186.75,711.5
2018-02-04 06:00:00+00:00,0.0,196.0,881.0
2018-02-04 07:00:00+00:00,28.5,205.75,1037.75
2018-02-04 08:00:00+00:00,214.75,221.25,1302.75
2018-02-04 09:00:00+00:00,519.75,253.0,1570.5
2018-02-04 10:00:00+00:00,733.0,292.0,1881.75
2018-02-04 11:00:00+00:00,905.0,318.75,2153.75
2018-02-04 12:00:00+00:00,891.0,330.5,2198.0
2018-02-04 13:00:00+00:00,700.5,317.5,2002.25
2018-02-04 14:00:00+00:00,427.5,302.5,1808.0
2018-02-04 15:00:00+00:00,201.25,295.0,1695.75
2018-02-04 16:00:00+00:00,61.0,287.0,1673.5
2018-02-04 17:00:00+00:00,5.75,282.5,1676.75
2018-02-04 18:00:00+00:00,0.0,291.25,1727.5
2018-02-04 19:00:00+00:00,0.0,303.5,1847.0
2018-02-04 20:00:00+00:00,0.0,305.75,1874.75
2018-02-04 21:00:00+00:00,0.0,296.0,1791.5
2018-02-04 22:00:00+00:00,0.0,272.75,1613.75
2018-02-04 23:00:00+00:00,0.0,248.75,1406.75
2018-02-05 00:00:00+00:00,0.0,211.5,1091.5
2018-02-05 01:00:00+00:00,0.0,208.25,1064.0
2018-02-05 02:00:00+00:00,0.0,203.75,1028.0
2018-02-05 03:00:00+00:00,0.0,198.25,999.5
2018-02-05 04:00:00+00:00,0.0,196.25,1017.0
2018-02-05 05:00:00+00:00,0.0,194.25,1071.0
2018-02-05 06:00:00+00:00,0.0,194.0,1109.5
2018-02-05 07:00:00+00:00,38.75,195.5,1116.25
2018-02-05 08:00:00+00:00,205.0,199.25,1154.75
2018-02-05 09:00:00+00:00,454.25,195.25,1195.5
2018-02-05 10:00:00+00:00,665.5,190.0,1212.25
2018-02-05 11:00:00+00:00,825.75,188.75,1218.75
2018-02-05 12:00:00+00:00,860.0,188.5,1209.0
2018-02-05 13:00:00+00:00,789.25,191.0,1194.25
2018-02-05 14:00:00+00:00,644.25,193.5,1184.5
2018-02-05 15:00:00+00:00,400.5,187.0,1074.25
2018-02-05 16:00:00+00:00,135.5,181.75,915.25
2018-02-05 17:00:00+00:00,9.0,180.25,878.0
2018-02-05 18:00:00+00:00,0.0,178.0,867.75
2018-02-05 19:00:00+00:00,0.0,176.75,889.0
2018-02-05 20:00:00+00:00,0.0,176.5,909.5
2018-02-05 21:00:00+00:00,0.0,166.5,872.25
2018-02-05 22:00:00+00:00,0.0,156.0,779.0
2018-02-05 23:00:00+00:00,0.0,142.75,704.0
2018-02-06 00:00:00+00:00,0.0,128.0,662.0
2018-02-06 01:00:00+00:00,0.0,123.75,635.75
2018-02-06 02:00:00+00:00,0.0,120.5,622.0
2018-02-06 03:00:00+00:00,0.0,117.0,601.75
2018-02-06 04:00:00+00:00,0.0,116.5,572.5
2018-02-06 05:00:00+00:00,0.0,118.75,574.5
2018-02-06 06:00:00+00:00,0.0,122.5,569.0
2018-02-06 07:00:00+00:00,42.0,112.0,504.75
2018-02-06 08:00:00+00:00,398.5,96.5,444.5
2018-02-06 09:00:00+00:00,965.75,78.75,404.0
2018-02-06 10:00:00+00:00,1170.5,70.25,408.5
2018-02-06 11:00:00+00:00,1268.25,71.75,434.75
2018-02-06 12:00:00+00:00,1234.25,77.0,433.5
2018-02-06 13:00:00+00:00,1080.25,82.25,416.0
2018-02-06 14:00:00+00:00,813.5,86.5,420.5
2018-02-06 15:00:00+00:00,469.25,89.0,426.75
2018-02-06 16:00:00+00:00,154.5,93.0,450.25
2018-02-06 17:00:00+00:00,8.25,103.0,524.0
2018-02-06 18:00:00+00:00,0.0,104.75,570.0
2018-02-06 19:00:00+00:00,0.0,100.75,534.25
2018-02-06 20:00:00+00:00,0.0,95.25,469.75
2018-02-06 21:00:00+00:00,0.0,91.25,414.75
2018-02-06 22:00:00+00:00,0.0,81.75,373.5
2018-02-06 23:00:00+00:00,0.0,60.25,295.5
2018-02-07 00:00:00+00:00,0.0,54.5,268.25
2018-02-07 01:00:00+00:00,0.0,48.75,246.0
2018-02-07 02:00:00+00:00,0.0,42.25,225.0
2018-02-07 03:00:00+00:00,0.0,42.5,228.25
2018-02-07 04:00:00+00:00,0.0,43.0,247.0
2018-02-07 05:00:00+00:00,0.0,38.5,244.0
2018-02-07 06:00:00+00:00,45.0,34.25,199.5
2018-02-07 07:00:00+00:00,465.25,31.5,150.0
2018-02-07 08:00:00+00:00,1160.75,26.75,111.5
2018-02-07 09:00:00+00:00,1435.0,20.0,86.0
2018-02-07 10:00:00+00:00,1545.75,15.5,70.75
2018-02-07 11:00:00+00:00,1474.5,12.0,71.5
2018-02-07 12:00:00+00:00,1300.5,9.25,75.5
2018-02-07 13:00:00+00:00,1004.5,5.75,63.5
2018-02-07 14:00:00+00:00,594.0,4.0,41.25
2018-02-07 15:00:00+00:00,197.5,5.0,33.75
2018-02-07 16:00:00+00:00,11.5,7.75,33.25
2018-02-07 17:00:00+00:00,0.0,12.0,33.75
2018-02-07 18:00:00+00:00,0.0,20.5,42.75
2018-02-07 19:00:00+00:00,0.0,33.75,70.5
2018-02-07 20:00:00+00:00,0.0,51.75,109.75
2018-02-07 21:00:00+00:00,0.0,70.75,146.5
2018-02-07 22:00:00+00:00,0.0,84.75,174.25
2018-02-07 23:00:00+00:00,0.0,65.5,169.75
2018-02-08 00:00:00+00:00,0.0,70.25,184.5
2018-02-08 01:00:00+00:00,0.0,77.0,205.5
2018-02-08 02:00:00+00:00,0.0,82.75,236.0
2018-02-08 03:00:00+00:00,0.0,82.5,274.0
2018-02-08 04:00:00+00:00,0.0,74.5,320.5
2018-02-08 05:00:00+00:00,0.0,62.25,331.0
2018-02-08 06:00:00+00:00,48.0,56.0,290.25
2018-02-08 07:00:00+00:00,330.75,56.75,252.75
2018-02-08 08:00:00+00:00,767.0,55.25,235.5
2018-02-08 09:00:00+00:00,992.5,63.0,254.75
2018-02-08 10:00:00+00:00,1107.5,78.25,307.25
2018-02-08 11:00:00+00:00,1100.0,97.5,382.0
2018-02-08 12:00:00+00:00,974.25,121.5,451.25
2018-02-08 13:00:00+00:00,730.75,141.5,494.75
2018-02-08 14:00:00+00:00,411.75,154.25,517.0
2018-02-08 15:00:00+00:00,140.5,161.0,625.0
2018-02-08 16:00:00+00:00,20.0,172.25,794.5
2018-02-08 17:00:00+00:00,0.0,193.25,925.25
2018-02-08 18:00:00+00:00,0.0,214.75,1028.75
2018-02-08 19:00:00+00:00,0.0,239.0,1150.0
2018-02-08 20:00:00+00:00,0.0,250.0,1283.0
2018-02-08 21:00:00+00:00,0.0,256.75,1344.25
2018-02-08 22:00:00+00:00,0.0,261.0,1391.25
2018-02-08 23:00:00+00:00,0.0,264.25,1420.5
2018-02-09 00:00:00+00:00,0.0,268.75,1469.75
2018-02-09 01:00:00+00:00,0.0,278.25,1545.0
2018-02-09 02:00:00+00:00,0.0,287.5,1593.0
2018-02-09 03:00:00+00:00,0.0,296.25,1652.75
2018-02-09 04:00:00+00:00,0.0,314.0,1816.5
2018-02-09 05:00:00+00:00,0.0,329.25,1991.0
2018-02-09 06:00:00+00:00,51.25,331.5,2012.5
2018-02-09 07:00:00+00:00,263.5,336.0,2050.5
2018-02-09 08:00:00+00:00,521.0,337.75,2039.0
2018-02-09 09:00:00+00:00,619.75,330.0,1957.5
2018-02-09 10:00:00+00:00,644.5,321.5,1847.5
2018-02-09 11:00:00+00:00,592.25,307.0,1754.25
2018-02-09 12:00:00+00:00,485.75,289.5,1642.75
2018-02-09 13:00:00+00:00,340.75,268.75,1530.5
2018-02-09 14:00:00+00:00,175.0,239.25,1358.0
2018-02-09 15:00:00+00:00,50.5,203.75,1172.75
2018-02-09 16:00:00+00:00,5.0,172.25,1046.0
2018-02-09 17:00:00+00:00,0.0,147.25,931.5
2018-02-09 18:00:00+00:00,0.0,118.0,795.25
2018-02-09 19:00:00+00:00,0.0,86.25,663.25
2018-02-09 20:00:00+00:00,0.0,66.0,562.5
2018-02-09 21:00:00+00:00,0.0,58.75,459.25
2018-02-09 22:00:00+00:00,0.0,51.5,373.75
2018-02-09 23:00:00+00:00,0.0,29.0,276.0
2018-02-10 00:00:00+00:00,0.0,30.0,215.75
2018-02-10 01:00:00+00:00,0.0,40.5,169.5
2018-02-10 02:00:00+00:00,0.0,49.5,170.75
2018-02-10 03:00:00+00:00,0.0,60.25,166.0
2018-02-10 04:00:00+00:00,0.0,76.75,162.0
2018-02-10 05:00:00+00:00,0.0,62.75,169.75
2018-02-10 06:00:00+00:00,37.5,65.0,180.0
2018-02-10 07:00:00+00:00,140.0,71.0,202.0
2018-02-10 08:00:00+00:00,261.25,91.75,246.25
2018-02-10 09:00:00+00:00,403.5,135.25,332.25
2018-02-10 10:00:00+00:00,545.25,161.75,428.5
2018-02-10 11:00:00+00:00,701.5,183.5,547.75
2018-02-10 12:00:00+00:00,774.0,212.25,733.0
2018-02-10 13:00:00+00:00,657.0,235.5,903.0
2018-02-10 14:00:00+00:00,400.5,252.75,1003.0
2018-02-10 15:00:00+00:00,152.75,279.0,1246.75
2018-02-10 16:00:00+00:00,30.5,315.5,1617.0
2018-02-10 17:00:00+00:00,0.0,349.5,2010.75
2018-02-10 18:00:00+00:00,0.0,376.25,2379.25
2018-02-10 19:00:00+00:00,0.0,396.5,2701.25
2018-02-10 20:00:00+00:00,0.0,415.25,2959.75
2018-02-10 21:00:00+00:00,0.0,430.5,3168.5
2018-02-10 22:00:00+00:00,0.0,443.0,3368.25
2018-02-10 23:00:00+00:00,0.0,453.0,3532.25
2018-02-11 00:00:00+00:00,0.0,455.5,3586.0
2018-02-11 01:00:00+00:00,0.0,457.5,3669.75
2018-02-11 02:00:00+00:00,0.0,458.5,3732.0
2018-02-11 03:00:00+00:00,0.0,454.75,3725.0
2018-02-11 04:00:00+00:00,0.0,446.5,3543.25
2018-02-11 05:00:00+00:00,0.0,439.5,3215.0
2018-02-11 06:00:00+00:00,53.5,437.5,3148.25
2018-02-11 07:00:00+00:00,229.25,436.5,3106.0
2018-02-11 08:00:00+00:00,439.75,437.75,3170.0
2018-02-11 09:00:00+00:00,647.5,439.75,3302.75
2018-02-11 10:00:00+00:00,864.5,441.25,3426.75
2018-02-11 11:00:00+00:00,988.75,435.75,3454.0
2018-02-11 12:00:00+00:00,1025.5,418.0,3267.5
2018-02-11 13:00:00+00:00,852.75,398.0,2980.75
2018-02-11 14:00:00+00:00,473.75,373.75,2619.75
2018-02-11 15:00:00+00:00,149.5,356.75,2266.0
2018-02-11 16:00:00+00:00,25.0,337.25,2000.75
2018-02-11 17:00:00+00:00,0.0,309.75,1836.75
2018-02-11 18:00:00+00:00,0.0,326.5,1712.25
2018-02-11 19:00:00+00:00,0.0,331.0,1660.25
2018-02-11 20:00:00+00:00,0.0,334.0,1605.25
2018-02-11 21:00:00+00:00,0.0,321.75,1569.75
2018-02-11 22:00:00+00:00,0.0,306.5,1579.5
2018-02-11 23:00:00+00:00,0.0,324.75,1703.25
2018-02-12 00:00:00+00:00,0.0,333.5,1738.25
2018-02-12 01:00:00+00:00,0.0,346.5,1821.75
2018-02-12 02:00:00+00:00,0.0,339.25,1841.5
2018-02-12 03:00:00+00:00,0.0,328.75,1758.0
2018-02-12 04:00:00+00:00,0.0,310.0,1655.25
2018-02-12 05:00:00+00:00,0.0,300.25,1576.0
2018-02-12 06:00:00+00:00,61.5,298.0,1514.0
2018-02-12 07:00:00+00:00,375.5,292.25,1438.75
2018-02-12 08:00:00+00:00,769.5,280.5,1387.5
2018-02-12 09:00:00+00:00,852.5,267.25,1533.75
